Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
17226,D-003,Alan Graf on Rebalancing the Scales of Justice,"Prison, Sexuality, Law/Courts/Crime","Host speaks about corporations charters as well as speaking to Niaua, Director, Women's Program SPR -Stop Prisoner Rape, Inc, about prison sex crimes and abuses.",,1999-02-18,unknown,DAT,KBOO Archives Room,,,Nee'ah Oo'al Niaua,,,1D02A73F473BE7FC785882576383F9BB,kboo_D-003_19990218_AlanGraf.wav,A:/_final/dat,679 MB,"At 01:02:06 some crackling, overall audio is clear",,,44.1 kHz,,kboo_D-003_19990218_AlanGraf.mp3,01:06:29,,
18525,D-023,Jack Forbes Interview,,Author talks about his book 'Red Blood' and shares insights about different races and their culture. Mr. Forbes reads a poem 'Revolutionary Genealogy'. Sound quality is fuzzy at the end.,,1999-02-17,unknown,DAT,KBOO Archives Room,00:59:00,,Jack Forbes,Pacifica Radio,,DD35665502EF2EFED54ED5CA9A89D900,kboo_D-023_19990217_JackForbes.wav,A:/_final/dat,612 MB,"silence until 00:00:42, long beep until 00:01:21, rough audio for 3 seconds, clear intro after that: mostly clear, a few spots of inaudibility (namely 00:48:46)",,,44.1 kHz,,kboo_D-023_19990217_JackForbes.mp3,01:00:38,,
17252,D-021t2,"Paul Robeson, tape 2","African American, Music",,,1999-02-17,unknown,DAT,KBOO Archives Room,01:58:00,,Paul Robeson,,,,,,,,,,,,,,,
17251,D-021t1,"Paul Robeson, tape 1","African American, Music",,,1999-02-17,unknown,DAT,KBOO Archives Room,01:58:00,,Paul Robeson,,,04E6AAA7CE3304514B51972FC68F6E6A,kboo_D-021t1_19990217_PaulRobeson.wav,A:/_final/dat,627 MB,"Long beep at 00:00:39, white noise becomes audible at 00:32:09 but does not take away from quality which is good. Audio ends at 00:59:13",,,44.1 kHz,,kboo_D-021t1_19990217_PaulRobeson.mp3,01:02:08,,
17253,D-022,Eric Forner Speaks,Government/Politics,Talks about freedom/liberty.,,1999-02-16,unknown,DAT,KBOO Archives Room,00:59:00,,Eric Foner,,,DABD7C0F2730A4696F6C1660218A5332,kboo_D-022_19990216_EricForner.wav,A:/_final/dat,616 MB,"long beep intro until 00:01:37, no crackling, extremely clear",,,44.1 kHz,,kboo_D-022_19990216_EricForner.mp3,01:01:03,,
17327,D-093,June Jordan,African American,The author of Kissing God Goodbye reads her poems. Jordan has written twenty-three books and is a professor of African Studies. Two of her students recite Jordan's poems. (The beginning of the audio has bad sound).,,1999-02-12,unknown,DAT,KBOO Archives Room,,,June Jordan,,,,,,611 MB,Short audio blip at 00:00:32 intermittent noise of what sounds like a clanging beel at 00:00:42 to 00:01:12. Audio is distorted until 00:02:38. Two second distortion at 00:59:43,,,44.1 kHz,,,01:00:33,,
17255,D-024,Julian Bond on Muhammad Ali,African American,"Julian Bond talks about Muhammad Ali's family, slaves, black rights, racism, Ali's history and civil rights in his speech.",,1999-02-11,unknown,DAT,KBOO Archives Room,00:59:00,,Julian Bond,,,14765281DBEB8630EE185B4F4F4F6D98,kboo_D-024_19990211_JulianBond.wav,A:/_final/dat,654 MB,"silence until 00:00:42, long beep until 00:01:40, audio begins at 00:01:45.good quality; quality slightly changes at 00:43:55, most likely due to it being a recorded interview w/Muhammad  Ali",,,44.1 kHz,,kboo_D-024_19990211_JulianBond.mp3,01:04:48,,
17013,CS-1312,CS-1312 title,"History, Media",KBOO's lawyer on indecency etc.,,1999-02-10,unknown,1/8 inch audio cassette,KBOO Archives Room,,,John Crigler,,,,,,,,,,,,,,,
18523,D-018,Happy Birthday Brecht,"Arts/Culture, Music","Recordings by Maria Gilardin (TUC-Time Of Useful Consciousness  Radio) of the production Happy Birthday Brecht, directed by Di Trevis and performed by her company. All songs written by Bertolt Brecht and composed by Hanns Eisler. Songs include 'Nana's Song' and 'To a  Portable Radio.' Recorded in San Francisco.",,1999-02-09,unknown,DAT,KBOO Archives Room,00:29:00,,Maria Gilardin (Producer),TUC Radio,,,,,,,,,,,,,,
11509,10-1082,Stokely Carmichael on Black History,African American,"Kwame Ture, aka Stokely Carmichael",,1999-02-09,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Stokely Carmichael,,,,,,,,,,,,,,,
11697,10-1270,10-1270 title,Government/Politics,on Democracy Now,,1999-02-08,unknown,1/4 inch audio tape,KBOO Archives Room,,,Noam Chomsky,Democracy Now,,,,,,,,,,,,,,
18412,CS-0985,unknown title,Arts/Culture,,,1999-02-04,unknown,1/8 inch audio cassette,KBOO Archives Room,00:30:00,,Robert Colescott,,,,,,,,,,,,,,,
11515,10-1088,"Black Book Talk on February 4, 1999","Fiction, African American",,,1999-02-04,unknown,1/4 inch audio tape,KBOO Archives Room,00:57:00,,,KBOO,,,,,,,,,,,,,,
11503,10-1076,10-1076 title,African American,on the Black Panthers,,1999-02-02,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Bobby Seale,,,,,,,,,,,,,,,
11498,10-1071,Alternative Radio,"War/Peace, Government/Politics",Alternative Radio speech: The Struggle For Freedom,,1999-02-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Eric Foner,Alternative Radio,,,,,,,,,,,,,,
17487,MD-125p2,Dr. Neal Barnard: Foods That Fight Pain,"Food, Health","Unedited version of Barnard's lecture in Northwest Portland, Oregon (edited version is on MD-117).",,1999-02-00,recorded,Minidisc,KBOO Archives Room,01:27:43,,Neal Barnard,KBOO,Foods That Fight Pain Feb. 1999 Tracks 5-20,59A1BF162887B8B8457558FC7D093E1D,kboo_MD-125p2_19990200.wav,A:/_final/minidisc,443 MB,Good audio quality.,,,44.1 kHz,,kboo_MD-125p2_19990200.mp3,01:27:43,,
18285,CS-0858,CS-0858 title,"Government/Politics, Civil Rights/Human Rights",human rights & Globalism,,1999-01-28,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Michael Parenti,,,,,,,,,,,,,,,
17225,D-002,Robert Colescott Interview,Arts/Culture,"Painter Robert Colescott talks about his background, inspirations, and his work..  same as 7-1573",,1999-01-26,unknown,DAT,KBOO Archives Room,00:32:00,,Robert Colescott,,,,,,329 MB,"some distortion. At 04:49 Quality changes, muffled. Audio is fair overall",,,44.1 kHz,,,00:32:39,,
14611,CD-0468,ThePriceOfTheRightToChoose,"Women, Health",,,1999-01-26,unknown,CD,KBOO Archives Room,00:25:30,,Emily Lyons,,,,,,,,,,,,,,,
13857,7-1573,painter-interview. same as,Arts/Culture,,,1999-01-26,unknown,1/4 inch audio tape,KBOO Archives Room,00:32:00,,Robert Colescott,,,,,,,,,,,,,,,
11497,10-1070,10-1070 title,Corporations,interview on Alternative Radio,,1999-01-26,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Richard Grossman,Alternative Radio,,,,,,,,,,,,,,
18185,CS-0758,same as D-004:Contra/LADrug connection,"Drugs, Government/Politics, War/Peace",,,1999-01-16,unknown,1/8 inch audio cassette,KBOO Archives Room,00:44:00,,Gary Webb,,,,,,,,,,,,,,,
17227,D-004,"In Eugene, Iran Contra/LA Drug Connection","Drugs, Government/Politics, Media","Gary Webb talks about why he started writing in Eugene, Oregon. Broke the story about the connection between the Central Intelligence Agency, the Contra group in Honduras, and the crack cocaine epidemic in the United States. Talks about how gangs started selling cocaine and how drugs expanded. (At the end theres a Q and A. Main program is 42 min. Q and A is from 42-65 min.) sameAs CS-0758",,1999-01-16,unknown,DAT,KBOO Archives Room,00:42:00,,Gary Webb,,,3346B2DB6A2987EDD9A53FAA8F32D563,kboo_D-004_19990116_GaryWebb.wav,A:/_final/dat,666 MB,"distortion at 0:13, audio quality is good. Audio ends at 01:04:47",,,44.1 kHz,,kboo_D-004_19990116_GaryWebb.mp3,01:05:59,,
17716,CS-0278,intvwContra/CIA/LA drugs connection-reporter fired,"Military/Veterans, Drugs, Media",,,1999-01-13,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Gary Webb,,,,,,,,,,,,,,,
13916,7-1633,novels:LifeWithoutWater & HomeAcrossTheRoad,Fiction,,,1999-01-13,unknown,1/4 inch audio tape,KBOO Archives Room,00:22:33,,Nancy Peacock,,,,,,,,,,,,,,,
11763,10-1336,10-1336 title,Environment/Climate,Deep Ecology. contents unknown,,1999-01-13,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
11494,10-1067,10-1067 title,"Energy/Natural Resources, Environment/Climate",Resistance&ProtestAtRockyFlats,,1999-01-12,unknown,1/4 inch audio tape,KBOO Archives Room,01:58:00,,,,,,,,,,,,,,,,,
11537,10-1110,Tribute to David Linder,War/Peace,"David Linder gives a tribute to his son, the late activist Ben Linder.",,1999-01-10,broadcast,1/4 inch audio tape,KBOO Archives Room,00:15:18,,"David Linder, Dina Dickerson (KBOO Host), Joe Bohorfoush (KBOO Recording Engineer)",KBOO,levels low late in piece.,,,,,,Spirit Mountain Community Fund,The MediaPreserve,,,,,,
14046,7-1763,7-1763 title,Fiction,wroteRememberedRapture:TheWriterAtWork,,1999-01-09,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Bel Hooks,,,,,,,,,,,,,,,
11657,10-1230,10-1230 title,,,,1999-01-07,unknown,1/4 inch audio tape,KBOO Archives Room,,,Douglas Cooper,,,,,,,,,,,,,,,
11759,10-1332,10-1332 title,Environment/Climate,Deep Ecology. contents unknown,,1999-01-06,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
11481,10-1054,10-1054 title,"Police, Government/Politics",Political Economy of Policing,,1999-01-05,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Ruthie Gilmore,,,,,,,,,,,,,,,
14043,7-1760,7-1760 title,Science/Technology,history of the Luddites,,1999-01-03,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Ian Moal,,,,,,,,,,,,,,,
18335,CS-0908,CS-0908 title,"Government/Politics, War/Peace",intvw. of Kent state survivor,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,,,,,,,,,,,,,,,,
18328,CS-0901,CS-0901 title,Government/Politics,6 talks from Pacifica archives,,1999-01-01,unknown,1/8 inch audio cassette,Hallway shelf,06:00:00,,Noam Chomsky,,,,,,,,,,,,,,,
18320,CS-0893,CS-0893 title,Government/Politics,KBOO interview,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Taylor Branch,,,,,,,,,,,,,,,
18190,CS-0763,Portland speech on corporations,Corporations,,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,00:52:27,,David Korten,,,,,,,,,,,,,,,
17229,D-006,David Korten speech in Portland,"Corporations, Economy","Speaks in Portland, OR -same as CS-763",,1999-01-01,unknown,DAT,KBOO Archives Room,,,David Korten,,,,,,,,,,,,,,,
17123,CS-1422,CS-1422 title,Housing/Homelessness,,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,panel,,,,,,,,,,,,,,,
16961,CS-1260,CS-1260 title,Government/Politics,US historian,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Taylor Branch,,,,,,,,,,,,,,,
16959,CS-1258,CS-1258 title,Media,Pacifica history,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,01:20:00,,,,,,,,,,,,,,,,,
16740,CS-1034,David Row,Arts/Culture,,,1999-01-01,unknown,1/8 inch audio cassette,KBOO Archives Room,00:30:00,,Lois Allen,,,,,,,,,,,,,,,
14662,CD-0519,"SarahJones, JenLavadureOnFCC Indecency incident","History, Media, Civil Liberties",,,1999-01-01,unknown,CD,KBOO Archives Room,00:29:00,,Deena Barnwell (KBOO),KBOO,,,,,,,,,,,,,,
14640,CD-0497,CD-0497 title,Economy,disparity between rich & poor,,1999-01-01,unknown,CD,KBOO Archives Room,00:02:05,,Chuck Collins,,,,,,,,,,,,,,,
14173,CD-0019,CD-0019 title,"Environment/Climate, Arts/Culture, Environment/Climate",The Malling of America',,1999-01-01,unknown,CD,KBOO Archives Room,01:58:00,,Barbara Bernstein,,,,,,,,,,,,,,,
13854,7-1569,interview-reporter in Mexico,Global Affairs,,,1999-01-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,John Ross,,,,,,,,,,,,,,,
13853,7-1568,7-1568 title,,intvw.?,,1999-01-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:13:00,,Howard Zinn,,,,,,,,,,,,,,,
11700,10-1273,10-1273 title,Media,Pacifica anniversary,,1999-01-01,unknown,1/4 inch audio tape,KBOO Archives Room,,,Amy Goodman,Pacifica Radio/Democracy Now,,,,,,,,,,,,,,
11523,10-1096,10-1096 title,History,"BooBall, 30thAnniv.Party, other promo carts",,1998-12-31,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
11764,10-1337,10-1337 title,Environment/Climate,Deep Ecology. contents unknown,,1998-12-30,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
17224,D-001,The More You Watch The Less You Know,Media,Media analysis,,1998-12-29,unknown,DAT,KBOO Archives Room,00:59:00,,Danny Schecter,Alternative Radio,,,,,,,,,,,,,,
11480,10-1053,The More You Watch The Less You Know,Media,,,1998-12-29,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Danny Schecter,Alternative Radio,,,,,,,,,,,,,,
18059,CS-0632,unknown title,Arts/Culture,,,1998-12-24,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Sol Le Wit,,,,,,,,,,,,,,,
11761,10-1334,10-1334 title,Environment/Climate,Deep Ecology. contents unknown,,1998-12-23,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Arne Naess,,,,,,,,,,,,,,,
14020,7-1737,"writer, book designer, photog, wroteTheSensualist",Arts/Culture,,,1998-12-22,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:24,,Barbara Hodgson,,,,,,,,,,,,,,,
11493,10-1066,Alternative Radio,"Economy, Race, Government/Politics",Alternative Radio-democratic values,,1998-12-22,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Manning Marable,Alternative Radio,,,,,,,,,,,,,,
18060,CS-0633,unknown title,Arts/Culture,,,1998-12-17,unknown,1/8 inch audio cassette,KBOO Archives Room,,,James Lavadour,,,,,,,,,,,,,,,
14118,7-1835,Oregon painter,"Arts/Culture, Indigenous",,,1998-12-17,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,James Lavadour,,,,,,,,,,,,,,,
11670,10-1243,10-1243 title,Government/Politics,Chomsky on Democracy Now,,1998-12-17,unknown,1/4 inch audio tape,KBOO Archives Room,,,Howard Zinn,Democracy Now,,,,,,,,,,,,,,
11760,10-1333,10-1333 title,Environment/Climate,Deep Ecology. contents unknown,,1998-12-16,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
18116,CS-0689,Riverspeak-Readings FromWesternWriters,"Fiction, Poetry",,,1998-12-13,unknown,1/8 inch audio cassette,KBOO Archives Room,,,David Milholland,,,,,,,,,,,,,,,
14012,7-1729,7-1729 title,"Global Affairs, Civil Liberties","GhanaianWomen, NigerianFreeSpeech, DominicanHurrican",,1998-12-10,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,,,,,,,,,,,,,,,,
11730,10-1303,10-1303 title,"LGBTQ, Civil Rights/Human Rights",Gay/Les/Straight Education Network,,1998-12-10,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
11769,10-1342,10-1342 title,Environment/Climate,Deep ecology. contents unknown,,1998-12-09,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
11477,10-1050,10-1050 title,Education,TheCreationOfHopeInPublicEducation,,1998-12-08,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Herbert Kohl,,,,,,,,,,,,,,,
11728,10-1301,10-1301 title,"Global Affairs, War/Peace, Arts/Culture",rape of Nanking LindaKaufman:BadGirls&SickBoys,,1998-12-07,unknown,1/4 inch audio tape,KBOO Archives Room,,,Iris Chang,,,,,,,,,,,,,,,
11472,10-1044,10-1044 title,"Global Affairs, War/Peace",UN human rights coordinator in Iraq,,1998-12-07,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Dennis Halliday,,,,,,,,,,,,,,,
13867,7-1583,wrote SummerSun:CanoeingTheColumbia,"Environment/Climate, Fiction",,,1998-12-02,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,Robin Cody,,,,,,,,,,,,,,,
11768,10-1341,10-1341 title,Environment/Climate,Deep Ecology. contents unknoen,,1998-12-02,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
11463,10-1035,10-1035 title,"Military/Veterans, Drugs, Media",,,1998-12-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Alexander Cockburn,,,,,,,,,,,,,,,
11766,10-1339,10-1339 title,Environment/Climate,Deep Ecology. contents unknown,,1998-11-25,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
11430,10-1002,10-1002 title,Government/Politics,Chomsky's 50th,,1998-11-24,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Noam Chomsky,,,,,,,,,,,,,,,
11765,10-1338,10-1338 title,Environment/Climate,Deep Ecology. contents unknown,,1998-11-18,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
16814,CS-1113,CS-1113 title,"Faith/Religion/Spirituality, Government/Politics",separation of church & state,,1998-11-17,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Dan Ogden,,,,,,,,,,,,,,,
18331,CS-0904,CS-0904 title,"Labor, Government/Politics",1st constitutional convention of the Labor party,,1998-11-14,unknown,1/8 inch audio cassette,KBOO Archives Room,04:30:00,,,,,,,,,,,,,,,,,
16779,CS-1073,CS-1073 title,Labor,Labor Party Convention,,1998-11-14,unknown,1/8 inch audio cassette,Hallway shelf,04:30:00,,,,,,,,,,,,,,,,,
11767,10-1340,10-1340 title,Environment/Climate,Deep Ecology. contents unknown,,1998-11-11,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
14052,7-1769,7-1769 title,Fiction,wrote Rara Avis,,1998-11-10,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:00,,Jacqueline Weld,,,,,,,,,,,,,,,
11695,10-1268,10-1268 title,"African American, Law/Courts/Crime",Juan Williams wrote a bio,,1998-11-09,unknown,1/4 inch audio tape,KBOO Archives Room,,,Thurgood Marshall,,,,,,,,,,,,,,,
11228,10-0803,10-0803 title,Global Affairs,Pakistani on Osama bin Laden,,1998-11-09,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Eqbal Ahmad,Alternative Radio,,,,,,,,,,,,,,
14026,7-1743,7-1743 title,,,,1998-11-04,unknown,1/4 inch audio tape,KBOO Archives Room,,,Peter Sis,,,,,,,,,,,,,,,
11762,10-1335,10-1335 title,Environment/Climate,Deep Ecology. contents unknown,,1998-11-04,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
13804,7-1519,7-1519 title,"Health, Environment/Climate, Women",,,1998-11-03,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Sandra Steingraber,,,,,,,,,,,,,,,
11426,10-0998,10-0998 title,"Labor, Government/Politics",,,1998-11-03,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Tony Mazzocchi,,,,,,,,,,,,,,,
16809,CS-1108,CS-1108 title,Economy,BuyNothingDay,,1998-11-01,unknown,1/8 inch audio cassette,KBOO Archives Room,00:49:00,,Paul Cienfuegos,,,,,,,,,,,,,,,
14088,7-1805,AFL-CIO president interview,Labor,,,1998-11-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:18:02,,John Sweeney,,,,,,,,,,,,,,,
11423,10-0995,10-0995 title,History,program themes and I.D.'s,,1998-11-01,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
18058,CS-0631,unknown title,Arts/Culture,,,1998-10-29,unknown,1/8 inch audio cassette,KBOO Archives Room,,,George Johanson,,,,,,,,,,,,,,,
11758,10-1331,10-1331 title,Environment/Climate,Deep Ecology. contents unknown,,1998-10-28,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
14030,7-1747,7-1747 title,Fiction,,,1998-10-26,unknown,1/4 inch audio tape,KBOO Archives Room,,,Jonathan Tasini,,,,,,,,,,,,,,,
11729,10-1302,10-1302 title,"Women, Health, Sexuality",film docu. of the abortion rights movement,,1998-10-26,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Dorothy Fadiman,,,,,,,,,,,,,,,
16827,CS-1126,CS-1126 title,Indigenous,in PDX,,1998-10-23,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Winona LaDuke,,,,,,,,,,,,,,,
16822,CS-1121,"Rnelson, RMPyle-writers on the environment","Environment/Climate, Fiction",,,1998-10-22,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Kim Stafford,,,,,,,,,,,,,,,
18053,CS-0626,John Buchanan on show,Arts/Culture,,,1998-10-21,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Claude Monet,,,,,,,,,,,,,,,
11611,10-1184,10-1184 title,Women,The Global Women's Movement',,1998-10-21,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Loretta Ross,,,,,,,,,,,,,,,
11425,10-0997,10-0997 title,"Health, Environment/Climate, Women",breast cancer and environment,,1998-10-21,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,,,,,,,,,,,,,,,,
